unused1,messageId,unused2,increaseId
0,367,0,1
0,3,0,1
0,8,0,0
0,3,0,1
0,19,0,0
0,8,0,0
0,3,0,1
0,100,0,1
0,317,0,1
0,3,0,1
0,8,0,0
0,3,0,1
0,118,0,0
0,8,0,0
0,8,0,0
0,132,0,0
0,75,0,0
0,19,0,0
0,118,0,0
0,19,0,0
0,100,0,1
0,3,0,1
0,179,0,1
0,75,0,0
0,245,0,0
0,8,0,0
0,172,0,0
0,249,0,0
0,317,0,1
0,82,0,1
0,3,0,1
0,288,0,1
0,12,0,1
0,394,0,0
0,245,0,0
0,84,0,0
0,92,0,0
0,8,0,0
0,8,0,0
0,22,0,1
0,3,0,1
0,19,0,0
0,3,0,1
0,91,0,1
0,204,0,1
0,3,0,1
0,288,0,1
0,8,0,0
0,3,0,1
0,8,0,0
